wrk debian/4.1.0-3build1 [epoll] Copyright (C) 2012 Will Glozer
Running 10m test @ http://172.18.0.4:32329
  16 threads and 16 connections
2000 1728912315900.4224 1728912338838.655 22938.232666015625 22941.655029296875 redis-benchmark-00001-deployment-847b675f9c-f5z6v
2000 1728912317653.4636 1728912340534.638 22881.17431640625 22884.637939453125 redis-benchmark-00001-deployment-847b675f9c-ldp9k
350 1728912336463.5947 1728912340634.5142 4170.91943359375 4173.51416015625 redis-benchmark-00001-deployment-847b675f9c-fb65p
200 1728912338571.5435 1728912340928.523 2356.9794921875 2359.52294921875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
1 1728912340977.1912 1728912341032.0908 54.899658203125 58.0908203125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
40 1728912341112.1653 1728912341443.1882 331.02294921875 334.188232421875 redis-benchmark-00001-deployment-847b675f9c-c4l4g
8000 1728912250720.0051 1728912344040.69 93320.68481445312 93323.68994140625 redis-benchmark-00001-deployment-847b675f9c-82ttn
3 1728912344062.3306 1728912344135.0093 72.6787109375 76.00927734375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
250 1728912341505.5264 1728912344333.1506 2827.624267578125 2830.150634765625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
150 1728912344441.9202 1728912346341.685 1899.764892578125 1902.68505859375 redis-benchmark-00001-deployment-847b675f9c-td22z
500 1728912340545.1577 1728912346428.8618 5883.7041015625 5886.86181640625 redis-benchmark-00001-deployment-847b675f9c-842cx
700 1728912338946.0232 1728912347232.951 8286.927734375 8289.950927734375 redis-benchmark-00001-deployment-847b675f9c-n7x67
4000 1728912304653.1272 1728912350530.1404 45877.01318359375 45880.140380859375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
3 1728912350596.664 1728912350634.9814 38.3173828125 42.9814453125 redis-benchmark-00001-deployment-847b675f9c-np498
1 1728912350645.5425 1728912350731.8037 86.26123046875 88.8037109375 redis-benchmark-00001-deployment-847b675f9c-82ttn
2 1728912350853.1235 1728912350932.8809 79.75732421875 82.880859375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
3 1728912350944.4033 1728912351036.3762 91.972900390625 94.376220703125 redis-benchmark-00001-deployment-847b675f9c-fb65p
500 1728912346388.5002 1728912352127.9973 5739.4970703125 5741.997314453125 redis-benchmark-00001-deployment-847b675f9c-pj79f
3 1728912352150.0632 1728912352235.758 85.69482421875 88.758056640625 redis-benchmark-00001-deployment-847b675f9c-c424g
700 1728912344373.995 1728912352729.6523 8355.6572265625 8358.65234375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
4000 1728912305901.7847 1728912353238.5693 47336.78466796875 47339.5693359375 redis-benchmark-00001-deployment-847b675f9c-nclwh
15 1728912353250.9607 1728912353438.178 187.21728515625 190.177978515625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
200 1728912352758.4688 1728912355236.0781 2477.609375 2480.078125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
30 1728912355272.0742 1728912355632.285 360.210693359375 363.284912109375 redis-benchmark-00001-deployment-847b675f9c-ldp9k
250 1728912353559.8623 1728912356629.859 3069.99658203125 3072.85888671875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
1 1728912356642.498 1728912356732.7476 90.24951171875 93.74755859375 redis-benchmark-00001-deployment-847b675f9c-842cx
100 1728912356851.2424 1728912358141.6973 1290.454833984375 1293.697265625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
50 1728912358212.1445 1728912358729.9504 517.805908203125 520.950439453125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
25 1728912358850.1023 1728912359138.1936 288.09130859375 292.193603515625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
15 1728912359160.8198 1728912359432.9556 272.1357421875 274.95556640625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
2 1728912359461.1104 1728912359535.1477 74.037353515625 78.147705078125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
50 1728912359702.9844 1728912360330.4036 627.419189453125 630.403564453125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
2000 1728912337634.9758 1728912360535.6606 22900.684814453125 22903.66064453125 redis-benchmark-00001-deployment-847b675f9c-m2sv4
150 1728912360363.2515 1728912362134.599 1771.34765625 1774.59912109375 redis-benchmark-00001-deployment-847b675f9c-td22z
8000 1728912270384.9314 1728912363133.0386 92748.10717773438 92753.03857421875 redis-benchmark-00001-deployment-847b675f9c-np498
2000 1728912340699.3506 1728912363740.4556 23041.10498046875 23043.45556640625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
200 1728912362148.6885 1728912364428.515 2279.826416015625 2282.514892578125 redis-benchmark-00001-deployment-847b675f9c-nclwh
4000 1728912320043.2998 1728912365938.3506 45895.05078125 45897.3505859375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
5 1728912366020.238 1728912366038.5818 18.34375 23.581787109375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
2 1728912366132.7463 1728912366139.7139 6.967529296875 9.7138671875 redis-benchmark-00001-deployment-847b675f9c-fb65p
500 1728912363758.7634 1728912369838.839 6080.07568359375 6082.839111328125 redis-benchmark-00001-deployment-847b675f9c-np498
5 1728912369958.4243 1728912370039.177 80.752685546875 84.177001953125 redis-benchmark-00001-deployment-847b675f9c-c424g
350 1728912366198.8792 1728912370435.9949 4237.11572265625 4239.994873046875 redis-benchmark-00001-deployment-847b675f9c-chwrr
2000 1728912347279.2478 1728912370543.175 23263.92724609375 23266.175048828125 redis-benchmark-00001-deployment-847b675f9c-dch79
700 1728912364464.9272 1728912372729.606 8264.6787109375 8267.60595703125 redis-benchmark-00001-deployment-847b675f9c-82ttn
40 1728912372899.206 1728912373329.6472 430.441162109375 434.647216796875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
250 1728912370564.6929 1728912373338.1096 2773.416748046875 2776.109619140625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
25 1728912373342.9834 1728912373637.3293 294.345947265625 297.329345703125 redis-benchmark-00001-deployment-847b675f9c-ldp9k
30 1728912373414.8865 1728912373731.777 316.890625 319.777099609375 redis-benchmark-00001-deployment-847b675f9c-n7x67
2000 1728912351155.149 1728912374231.0256 23075.876708984375 23078.025634765625 redis-benchmark-00001-deployment-847b675f9c-chwrr
1000 1728912363154.419 1728912374837.848 11683.428955078125 11685.847900390625 redis-benchmark-00001-deployment-847b675f9c-dch79
5 1728912374914.4236 1728912375132.2236 217.800048828125 220.2236328125 redis-benchmark-00001-deployment-847b675f9c-c4l4g
150 1728912373755.2253 1728912375833.2915 2078.066162109375 2081.29150390625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
250 1728912373717.2236 1728912376833.5315 3116.307861328125 3120.531494140625 redis-benchmark-00001-deployment-847b675f9c-842cx
200 1728912375156.1533 1728912377634.3748 2478.221435546875 2481.374755859375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
150 1728912376928.2566 1728912378637.867 1709.6103515625 1712.866943359375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
500 1728912374301.8474 1728912380442.4285 6140.5810546875 6143.428466796875 redis-benchmark-00001-deployment-847b675f9c-hqgjz
250 1728912377699.833 1728912380530.1035 2830.2705078125 2833.103515625 redis-benchmark-00001-deployment-847b675f9c-td22z
4000 1728912336414.2615 1728912382731.1697 46316.908203125 46320.169677734375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
4000 1728912337008.9534 1728912384037.9893 47029.035888671875 47031.9892578125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
4000 1728912338561.686 1728912385034.5374 46472.851318359375 46475.537353515625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
5 1728912385098.9187 1728912385138.112 39.193359375 42.112060546875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
100 1728912384133.1082 1728912385442.3093 1309.201171875 1312.309326171875 redis-benchmark-00001-deployment-847b675f9c-82ttn
8000 1728912291177.5942 1728912385736.0154 94558.42114257812 94561.01538085938 redis-benchmark-00001-deployment-847b675f9c-nclwh
40 1728912385501.7136 1728912385840.0781 338.364501953125 341.078125 redis-benchmark-00001-deployment-847b675f9c-chwrr
500 1728912380560.888 1728912386133.424 5572.5361328125 5575.424072265625 redis-benchmark-00001-deployment-847b675f9c-dch79
200 1728912385148.1133 1728912387433.689 2285.57568359375 2287.68896484375 redis-benchmark-00001-deployment-847b675f9c-fb65p
150 1728912385758.3633 1728912387632.4443 1874.0810546875 1877.4443359375 redis-benchmark-00001-deployment-847b675f9c-c424g
150 1728912386155.0444 1728912388039.942 1884.8974609375 1887.94189453125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
50 1728912387556.0022 1728912388129.6782 573.676025390625 576.67822265625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
500 1728912382793.907 1728912388328.4255 5534.5185546875 5537.425537109375 redis-benchmark-00001-deployment-847b675f9c-np498
40 1728912388067.3037 1728912388438.104 370.80029296875 374.10400390625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
25 1728912388437.211 1728912388732.661 295.449951171875 298.660888671875 redis-benchmark-00001-deployment-847b675f9c-842cx
15 1728912388778.7468 1728912388935.3892 156.642333984375 159.38916015625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
150 1728912388143.9236 1728912389932.6274 1788.703857421875 1793.62744140625 redis-benchmark-00001-deployment-847b675f9c-n7x67
350 1728912385856.391 1728912390142.8794 4286.48828125 4288.87939453125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
250 1728912387708.305 1728912390440.782 2732.47705078125 2735.781982421875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
500 1728912390052.7356 1728912395741.932 5689.1962890625 5691.931884765625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
700 1728912388605.4985 1728912396633.165 8027.66650390625 8030.1650390625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
2 1728912396671.8887 1728912396733.587 61.6982421875 70.5869140625 redis-benchmark-00001-deployment-847b675f9c-pj79f
700 1728912388956.103 1728912397338.9062 8382.80322265625 8385.90625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
40 1728912397415.5242 1728912397839.306 423.78173828125 426.305908203125 redis-benchmark-00001-deployment-847b675f9c-dch79
3 1728912397862.4104 1728912397934.5156 72.105224609375 75.515625 redis-benchmark-00001-deployment-847b675f9c-np498
5 1728912397999.4536 1728912398037.9136 38.4599609375 40.91357421875 redis-benchmark-00001-deployment-847b675f9c-82ttn
700 1728912390466.488 1728912398534.7095 8068.221435546875 8071.70947265625 redis-benchmark-00001-deployment-847b675f9c-6sjwl
40 1728912398599.9722 1728912398941.8765 341.904296875 344.87646484375 redis-benchmark-00001-deployment-847b675f9c-fb65p
5 1728912398960.778 1728912399037.8804 77.102294921875 79.88037109375 redis-benchmark-00001-deployment-847b675f9c-chwrr
100 1728912399157.1868 1728912400628.3037 1471.116943359375 1474.3037109375 redis-benchmark-00001-deployment-847b675f9c-c424g
4000 1728912355681.0068 1728912401733.0679 46052.06103515625 46055.06787109375 redis-benchmark-00001-deployment-847b675f9c-n7x67
2 1728912401814.5488 1728912401832.7542 18.205322265625 22.754150390625 redis-benchmark-00001-deployment-847b675f9c-ldw4v
1000 1728912390161.382 1728912402136.6985 11975.31640625 11978.698486328125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
40 1728912401895.5017 1728912402632.3179 736.816162109375 739.31787109375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
500 1728912396751.601 1728912402932.8794 6181.2783203125 6185.87939453125 redis-benchmark-00001-deployment-847b675f9c-nclwh
500 1728912398055.8726 1728912403631.3806 5575.508056640625 5578.380615234375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
250 1728912402149.2268 1728912405140.0393 2990.8125 2994.039306640625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
100 1728912403752.934 1728912405141.13 1388.19580078125 1393.1298828125 redis-benchmark-00001-deployment-847b675f9c-842cx
30 1728912405191.796 1728912405531.9128 340.116943359375 342.912841796875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
40 1728912405205.283 1728912405628.965 423.68212890625 425.965087890625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
5 1728912405639.0745 1728912405734.1443 95.06982421875 98.144287109375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
250 1728912402970.1248 1728912405743.2788 2773.154052734375 2776.27880859375 redis-benchmark-00001-deployment-847b675f9c-n7x67
15 1728912405910.9978 1728912406034.9233 123.925537109375 126.92333984375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
25 1728912405856.6714 1728912406137.3125 280.64111328125 284.3125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
3 1728912406045.2395 1728912406137.8816 92.64208984375 95.881591796875 redis-benchmark-00001-deployment-847b675f9c-td22z
30 1728912406219.6316 1728912406531.0356 311.404052734375 316.03564453125 redis-benchmark-00001-deployment-847b675f9c-nclwh
1000 1728912395812.0413 1728912407032.5574 11220.51611328125 11223.557373046875 redis-benchmark-00001-deployment-847b675f9c-td22z
150 1728912405613.9854 1728912407129.2686 1515.283203125 1518.2685546875 redis-benchmark-00001-deployment-847b675f9c-c4l4g
1 1728912407182.4504 1728912407232.0413 49.5908203125 52.041259765625 redis-benchmark-00001-deployment-847b675f9c-82ttn
150 1728912406151.579 1728912408138.4368 1986.857666015625 1991.436767578125 redis-benchmark-00001-deployment-847b675f9c-pj79f
700 1728912400693.0962 1728912408743.225 8050.12890625 8054.22509765625 redis-benchmark-00001-deployment-847b675f9c-f5z6v
8000 1728912318801.3662 1728912410828.371 92027.0048828125 92029.37109375 redis-benchmark-00001-deployment-847b675f9c-842cx
350 1728912407361.857 1728912411231.8896 3870.03271484375 3872.8896484375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
350 1728912408258.6404 1728912412333.9978 4075.357421875 4077.997802734375 redis-benchmark-00001-deployment-847b675f9c-fb65p
500 1728912407150.9949 1728912412935.5144 5784.51953125 5787.514404296875 redis-benchmark-00001-deployment-847b675f9c-np498
25 1728912412956.7603 1728912413239.0674 282.30712890625 285.0673828125 redis-benchmark-00001-deployment-847b675f9c-m2sv4
25 1728912413266.0981 1728912413534.7498 268.651611328125 271.749755859375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
30 1728912413701.6233 1728912413943.1516 241.5283203125 244.151611328125 redis-benchmark-00001-deployment-847b675f9c-ldp9k
250 1728912411252.3682 1728912414235.9846 2983.616455078125 2988.984619140625 redis-benchmark-00001-deployment-847b675f9c-f5z6v
8000 1728912322988.9119 1728912415828.6614 92839.74951171875 92842.66137695312 redis-benchmark-00001-deployment-847b675f9c-6gd7m
5 1728912415908.9592 1728912415938.544 29.584716796875 32.5439453125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
1000 1728912406626.015 1728912418239.8345 11613.819580078125 11616.83447265625 redis-benchmark-00001-deployment-847b675f9c-dch79
700 1728912412404.2793 1728912420642.9001 8238.620849609375 8241.900146484375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
25 1728912420761.236 1728912421040.169 278.932861328125 282.1689453125 redis-benchmark-00001-deployment-847b675f9c-bcwgd
500 1728912416000.7056 1728912422129.1106 6128.405029296875 6131.110595703125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
3 1728912422237.7583 1728912422337.3438 99.58544921875 102.34375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
40 1728912422383.526 1728912422832.2996 448.773681640625 451.299560546875 redis-benchmark-00001-deployment-847b675f9c-td22z
700 1728912414267.103 1728912422928.3906 8661.28759765625 8664.390625 redis-benchmark-00001-deployment-847b675f9c-842cx
3 1728912422855.6978 1728912422937.011 81.313232421875 86.010986328125 redis-benchmark-00001-deployment-847b675f9c-pj79f
150 1728912421061.2185 1728912423043.037 1981.818603515625 1985.037109375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
4000 1728912375901.2764 1728912423235.21 47333.93359375 47339.2099609375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
5 1728912423253.7407 1728912423337.1514 83.41064453125 86.1513671875 redis-benchmark-00001-deployment-847b675f9c-82ttn
500 1728912418299.6611 1728912424036.5771 5736.916015625 5739.5771484375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
2000 1728912402740.8826 1728912425641.6404 22900.7578125 22903.640380859375 redis-benchmark-00001-deployment-847b675f9c-ldp9k
350 1728912423456.0056 1728912427735.9634 4279.957763671875 4282.96337890625 redis-benchmark-00001-deployment-847b675f9c-fqbkm
200 1728912425687.9375 1728912428041.5552 2353.61767578125 2356.55517578125 redis-benchmark-00001-deployment-847b675f9c-chwrr
3 1728912428062.7734 1728912428135.2747 72.501220703125 75.274658203125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
1000 1728912423071.5503 1728912434332.6843 11261.134033203125 11263.684326171875 redis-benchmark-00001-deployment-847b675f9c-np498
1000 1728912424052.8123 1728912435738.3508 11685.53857421875 11688.350830078125 redis-benchmark-00001-deployment-847b675f9c-fb65p
8000 1728912346484.7166 1728912442538.598 96053.88134765625 96058.59790039062 redis-benchmark-00001-deployment-847b675f9c-nclwh
30 1728912442622.7896 1728912442930.4675 307.677978515625 310.467529296875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
50 1728912442985.256 1728912443533.138 547.8818359375 553.137939453125 redis-benchmark-00001-deployment-847b675f9c-n7x67
2 1728912443663.6672 1728912443734.014 70.3466796875 74.013916015625 redis-benchmark-00001-deployment-847b675f9c-842cx
250 1728912443751.4468 1728912446730.967 2979.520263671875 2981.967041015625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
8000 1728912352311.024 1728912447034.9531 94723.92919921875 94726.953125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
40 1728912447061.2827 1728912447740.6084 679.32568359375 682.6083984375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
1000 1728912435756.0986 1728912447831.075 12074.976318359375 12078.074951171875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
100 1728912446761.5825 1728912448236.9983 1475.415771484375 1477.998291015625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
250 1728912447842.609 1728912450934.066 3091.45703125 3095.06591796875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
1 1728912450986.5203 1728912451032.1226 45.602294921875 48.12255859375 redis-benchmark-00001-deployment-847b675f9c-td22z
350 1728912448377.5388 1728912452741.4453 4363.906494140625 4367.4453125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
30 1728912452843.8665 1728912453141.4468 297.580322265625 303.44677734375 redis-benchmark-00001-deployment-847b675f9c-nclwh
30 1728912453226.6519 1728912453532.169 305.51708984375 310.1689453125 redis-benchmark-00001-deployment-847b675f9c-dch79
8000 1728912360594.8154 1728912455540.8606 94946.04516601562 94948.86059570312 redis-benchmark-00001-deployment-847b675f9c-pj79f
4000 1728912410838.9182 1728912458440.4094 47601.4912109375 47604.409423828125 redis-benchmark-00001-deployment-847b675f9c-c424g
150 1728912458567.3835 1728912460443.688 1876.304443359375 1879.68798828125 redis-benchmark-00001-deployment-847b675f9c-fqbkm
4000 1728912413975.5762 1728912461041.1252 47065.549072265625 47068.125244140625 redis-benchmark-00001-deployment-847b675f9c-n7x67
700 1728912455558.7412 1728912463828.898 8270.15673828125 8272.89794921875 redis-benchmark-00001-deployment-847b675f9c-82ttn
8000 1728912370453.1145 1728912464134.0847 93680.97021484375 93684.08471679688 redis-benchmark-00001-deployment-847b675f9c-ldw4v
25 1728912464153.8494 1728912464631.5586 477.709228515625 481.55859375 redis-benchmark-00001-deployment-847b675f9c-f5z6v
8000 1728912370107.5579 1728912464828.1658 94720.60791015625 94729.16577148438 redis-benchmark-00001-deployment-847b675f9c-f5z6v
25 1728912464643.029 1728912465139.391 496.362060546875 499.39111328125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
40 1728912464841.6501 1728912465436.671 595.020751953125 600.6708984375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
30 1728912465191.3628 1728912465530.0005 338.6376953125 341.00048828125 redis-benchmark-00001-deployment-847b675f9c-p2lfw
350 1728912461057.2002 1728912465534.2312 4477.031005859375 4482.231201171875 redis-benchmark-00001-deployment-847b675f9c-chwrr
150 1728912465570.442 1728912467534.5608 1964.118896484375 1966.560791015625 redis-benchmark-00001-deployment-847b675f9c-n7x67
250 1728912465611.734 1728912468529.8489 2918.114990234375 2920.848876953125 redis-benchmark-00001-deployment-847b675f9c-842cx
4000 1728912423016.0447 1728912471532.9294 48516.884765625 48520.929443359375 redis-benchmark-00001-deployment-847b675f9c-nclwh
40 1728912471558.7588 1728912472430.9016 872.142822265625 874.901611328125 redis-benchmark-00001-deployment-847b675f9c-c4l4g
8000 1728912378696.8936 1728912474637.204 95940.310546875 95943.2041015625 redis-benchmark-00001-deployment-847b675f9c-pj79f
15 1728912474657.1648 1728912475035.0835 377.918701171875 380.08349609375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
4000 1728912427800.6335 1728912475833.8308 48033.197265625 48036.830810546875 redis-benchmark-00001-deployment-847b675f9c-c424g
700 1728912467702.8499 1728912475838.7358 8135.885986328125 8138.73583984375 redis-benchmark-00001-deployment-847b675f9c-q2q2t
4000 1728912428213.744 1728912476133.8872 47920.143310546875 47924.88720703125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
1 1728912476158.561 1728912476232.5193 73.958251953125 77.519287109375 redis-benchmark-00001-deployment-847b675f9c-nclwh
30 1728912475851.4644 1728912476231.9414 380.47705078125 384.94140625 redis-benchmark-00001-deployment-847b675f9c-pj79f
1 1728912476312.8882 1728912476331.5786 18.6904296875 22.57861328125 redis-benchmark-00001-deployment-847b675f9c-np498
8000 1728912380550.4148 1728912476737.6206 96187.20581054688 96191.62060546875 redis-benchmark-00001-deployment-847b675f9c-nclwh
25 1728912476859.0505 1728912477528.2114 669.160888671875 672.21142578125 redis-benchmark-00001-deployment-847b675f9c-fqbkm
1 1728912477591.9705 1728912477632.6895 40.718994140625 43.689453125 redis-benchmark-00001-deployment-847b675f9c-fb65p
500 1728912475846.3184 1728912481634.6597 5788.34130859375 5791.65966796875 redis-benchmark-00001-deployment-847b675f9c-td22z
500 1728912476425.3528 1728912482638.6047 6213.251953125 6216.604736328125 redis-benchmark-00001-deployment-847b675f9c-82ttn
25 1728912482697.7798 1728912482939.8936 242.11376953125 244.8935546875 redis-benchmark-00001-deployment-847b675f9c-f5z6v
500 1728912477643.2837 1728912483636.2646 5992.98095703125 5996.2646484375 redis-benchmark-00001-deployment-847b675f9c-chwrr
30 1728912483758.2944 1728912484137.7827 379.48828125 382.78271484375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
1000 1728912472497.063 1728912484436.8315 11939.7685546875 11942.83154296875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
25 1728912484150.0378 1728912484637.2803 487.242431640625 490.2802734375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
700 1728912476299.8997 1728912485140.4673 8840.567626953125 8845.46728515625 redis-benchmark-00001-deployment-847b675f9c-dch79
30 1728912484757.5005 1728912485142.4846 384.984130859375 387.484619140625 redis-benchmark-00001-deployment-847b675f9c-n7x67
15 1728912485212.947 1728912485338.135 125.18798828125 128.135009765625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
350 1728912481757.7292 1728912486228.7097 4470.98046875 4474.709716796875 redis-benchmark-00001-deployment-847b675f9c-c424g
150 1728912485456.9202 1728912487530.1052 2073.18505859375 2076.105224609375 redis-benchmark-00001-deployment-847b675f9c-hqgjz
250 1728912484457.3154 1728912487738.2446 3280.92919921875 3284.24462890625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
250 1728912486240.9897 1728912489242.592 3001.602294921875 3004.592041015625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
200 1728912487858.1675 1728912490245.3645 2387.197021484375 2390.364501953125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
25 1728912490308.9683 1728912490542.9297 233.96142578125 236.9296875 redis-benchmark-00001-deployment-847b675f9c-td22z
500 1728912485159.7307 1728912490944.1074 5784.376708984375 5787.107421875 redis-benchmark-00001-deployment-847b675f9c-842cx
1 1728912491064.1765 1728912491132.543 68.366455078125 71.54296875 redis-benchmark-00001-deployment-847b675f9c-nclwh
5 1728912491195.5303 1728912491238.8032 43.27294921875 45.80322265625 redis-benchmark-00001-deployment-847b675f9c-dch79
30 1728912491249.8738 1728912491544.9243 295.050537109375 298.92431640625 redis-benchmark-00001-deployment-847b675f9c-np498
1 1728912491666.4797 1728912491733.0034 66.523681640625 69.00341796875 redis-benchmark-00001-deployment-847b675f9c-82ttn
2 1728912491744.937 1728912491930.404 185.467041015625 188.404052734375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
1 1728912492050.964 1728912492133.9954 83.03125 86.995361328125 redis-benchmark-00001-deployment-847b675f9c-fb65p
100 1728912492207.4087 1728912493237.91 1030.501220703125 1034.909912109375 redis-benchmark-00001-deployment-847b675f9c-chwrr
250 1728912490553.3586 1728912493531.1917 2977.8330078125 2981.191650390625 redis-benchmark-00001-deployment-847b675f9c-pj79f
4000 1728912447806.5537 1728912495537.2505 47730.69677734375 47733.25048828125 redis-benchmark-00001-deployment-847b675f9c-bcwgd
150 1728912493653.631 1728912495631.558 1977.927001953125 1980.55810546875 redis-benchmark-00001-deployment-847b675f9c-f5z6v
250 1728912493358.7793 1728912496429.8313 3071.052001953125 3074.831298828125 redis-benchmark-00001-deployment-847b675f9c-c424g
30 1728912496451.8923 1728912497033.5142 581.621826171875 584.51416015625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
2 1728912497061.4446 1728912497228.7373 167.292724609375 171.7373046875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
2000 1728912475053.1404 1728912498835.4998 23782.359375 23785.499755859375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
4000 1728912451115.749 1728912499129.7104 48013.96142578125 48018.71044921875 redis-benchmark-00001-deployment-847b675f9c-pj79f
1000 1728912487552.686 1728912499333.0876 11780.401611328125 11784.087646484375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
200 1728912497395.6658 1728912499731.678 2336.01220703125 2338.677978515625 redis-benchmark-00001-deployment-847b675f9c-n7x67
30 1728912499183.025 1728912499736.274 553.2490234375 556.27392578125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
40 1728912499764.4006 1728912500336.4304 572.02978515625 574.430419921875 redis-benchmark-00001-deployment-847b675f9c-c4l4g
100 1728912499361.8562 1728912500743.1477 1381.29150390625 1386.147705078125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
4000 1728912453607.1724 1728912501232.2917 47625.119384765625 47628.291748046875 redis-benchmark-00001-deployment-847b675f9c-np498
500 1728912495645.6838 1728912501935.07 6289.38623046875 6294.070068359375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
250 1728912498846.4119 1728912502035.1902 3188.7783203125 3192.190185546875 redis-benchmark-00001-deployment-847b675f9c-842cx
25 1728912502055.6885 1728912502630.1216 574.43310546875 577.12158203125 redis-benchmark-00001-deployment-847b675f9c-pj79f
250 1728912500350.612 1728912503342.4324 2991.8203125 2994.432373046875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
8000 1728912408753.904 1728912503738.542 94984.63793945312 94987.5419921875 redis-benchmark-00001-deployment-847b675f9c-chwrr
200 1728912501355.1287 1728912503845.9468 2490.818115234375 2493.94677734375 redis-benchmark-00001-deployment-847b675f9c-td22z
15 1728912503860.8884 1728912504039.6309 178.742431640625 181.630859375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
50 1728912504050.7053 1728912505028.7205 978.01513671875 980.720458984375 redis-benchmark-00001-deployment-847b675f9c-fb65p
350 1728912502087.799 1728912506328.1885 4240.389404296875 4243.1884765625 redis-benchmark-00001-deployment-847b675f9c-nclwh
